date,daily_mean_temprature
2021/3/16,14.5
2021/3/17,13.7
2021/3/18,12.3
2021/3/19,12.9
2021/3/20,14.1
2021/3/21,16.7
2021/3/22,12.1
2021/3/23,10.8
2021/3/24,13.8
2021/3/25,14.5
2021/3/26,14.5
2021/3/27,13.7
2021/3/28,16.5
2021/3/29,17.5
2021/3/30,17.8
2021/3/31,17.9
2021/4/1,16.6
2021/4/2,16.0
2021/4/3,16.9
2021/4/4,18.5
2021/4/5,12.9
2021/4/6,10.6
2021/4/7,13.3
2021/4/8,13.3
2021/4/9,11.9
2021/4/10,10.4
2021/4/11,12.5
2021/4/12,14.4
2021/4/13,15.7
2021/4/14,15.3
2021/4/15,10.7
2021/4/16,13.7
2021/4/17,15.7
2021/4/18,16.4
2021/4/19,15.8
2021/4/20,17.2
2021/4/21,19.1
2021/4/22,18.1
2021/4/23,13.8
2021/4/24,15.3
2021/4/25,16.9
2021/4/26,13.4
2021/4/27,14.6
2021/4/28,18.2
2021/4/29,17.2
2021/4/30,18.8
2021/5/1,17.7
2021/5/2,16.3
2021/5/3,16.4
2021/5/4,18.0
2021/5/5,18.3
2021/5/6,18.5
2021/5/7,17.5
2021/5/8,19.5
2021/5/9,23.0
2021/5/10,20.2
2021/5/11,17.5
2021/5/12,17.9
2021/5/13,16.1
2021/5/14,20.8
2021/5/15,21.2
2021/5/16,20.0
2021/5/17,23.0
2021/5/18,20.5
2021/5/19,17.2
2021/5/20,19.1
2021/5/21,21.7
2021/5/22,20.0
2021/5/23,19.6
2021/5/24,22.1
2021/5/25,22.4
2021/5/26,21.1
2021/5/27,16.9
2021/5/28,20.5
2021/5/29,22.8
2021/5/30,21.2
2021/5/31,20.6
2021/6/1,20.1
2021/6/2,22.0
2021/6/3,22.1
2021/6/4,21.0
2021/6/5,22.1
2021/6/6,21.7
2021/6/7,23.4
2021/6/8,24.8
2021/6/9,24.5
2021/6/10,24.1
2021/6/11,23.7
2021/6/12,23.3
2021/6/13,24.3
2021/6/14,21.0
2021/6/15,23.4
2021/6/16,22.2
2021/6/17,21.8
2021/6/18,22.8
2021/6/19,20.3
2021/6/20,22.8
2021/6/21,22.9
2021/6/22,23.1
2021/6/23,22.0
2021/6/24,22.8
2021/6/25,23.3
2021/6/26,24.2
2021/6/27,23.7
2021/6/28,24.4
2021/6/29,21.9
2021/6/30,20.6
2021/7/1,20.9
2021/7/2,21.2
2021/7/3,22.2
2021/7/4,20.1
2021/7/5,22.1
2021/7/6,24.7
2021/7/7,25.8
2021/7/8,23.7
2021/7/9,23.5
2021/7/10,27.0
2021/7/11,24.7
2021/7/12,25.8
2021/7/13,25.5
2021/7/14,25.3
2021/7/15,26.4
2021/7/16,27.7
2021/7/17,27.4
2021/7/18,28.1
2021/7/19,29.2
2021/7/20,28.8
2021/7/21,28.4
2021/7/22,28.4
2021/7/23,28.4
2021/7/24,28.5
2021/7/25,28.5
2021/7/26,27.5
2021/7/27,24.9
2021/7/28,27.7
2021/7/29,27.8
2021/7/30,25.8
2021/7/31,27.5
2021/8/1,28.7
2021/8/2,28.6
2021/8/3,29.0
2021/8/4,29.5
2021/8/5,29.1
2021/8/6,29.1
2021/8/7,27.9
2021/8/8,25.9
2021/8/9,28.1
2021/8/10,31.0
2021/8/11,29.2
2021/8/12,26.0
2021/8/13,22.5
2021/8/14,22.3
2021/8/15,19.3
2021/8/16,20.7
2021/8/17,23.7
2021/8/18,27.0
2021/8/19,28.5
2021/8/20,28.7
2021/8/21,27.9
2021/8/22,28.5
2021/8/23,26.9
2021/8/24,27.5
2021/8/25,29.4
2021/8/26,30.5
2021/8/27,30.0
2021/8/28,29.8
2021/8/29,28.5
2021/8/30,29.2
2021/8/31,26.9
2021/9/1,20.7
2021/9/2,19.4
2021/9/3,19.7
2021/9/4,20.6
2021/9/5,21.0
2021/9/6,19.9
2021/9/7,20.4
2021/9/8,20.3
2021/9/9,20.5
2021/9/10,24.8
2021/9/11,25.0
2021/9/12,24.4
2021/9/13,25.2
2021/9/14,22.8
2021/9/15,22.9
2021/9/16,22.3
2021/9/17,22.3
2021/9/18,23.7
2021/9/19,23.9
2021/9/20,22.4
2021/9/21,22.7
2021/9/22,24.9
2021/9/23,26.6
2021/9/24,25.4
2021/9/25,22.1
2021/9/26,19.9
2021/9/27,20.1
2021/9/28,21.1
2021/9/29,21.9
2021/9/30,23.2
2021/10/1,19.0
2021/10/2,21.9
2021/10/3,22.1
2021/10/4,23.5
2021/10/5,23.9
2021/10/6,22.8
2021/10/7,21.3
2021/10/8,24.2
2021/10/9,22.7
2021/10/10,22.2
2021/10/11,24.0
2021/10/12,20.5
2021/10/13,17.4
2021/10/14,19.1
2021/10/15,20.7
2021/10/16,21.0
2021/10/17,15.7
2021/10/18,13.6
2021/10/19,13.5
2021/10/20,16.1
2021/10/21,15.4
2021/10/22,11.2
2021/10/23,13.6
2021/10/24,13.4
2021/10/25,14.0
2021/10/26,15.0
2021/10/27,14.5
2021/10/28,17.6
2021/10/29,15.3
2021/10/30,14.5
2021/10/31,13.6
2021/11/1,16.8
2021/11/2,17.7
2021/11/3,17.1
2021/11/4,15.5
2021/11/5,15.3
2021/11/6,14.9
2021/11/7,15.7
2021/11/8,16.4
2021/11/9,16.1
2021/11/10,16.0
2021/11/11,15.4
2021/11/12,14.5
2021/11/13,13.1
2021/11/14,14.0
2021/11/15,14.3
2021/11/16,14.2
2021/11/17,13.5
2021/11/18,12.6
2021/11/19,12.5
2021/11/20,13.2
2021/11/21,12.5
2021/11/22,13.5
2021/11/23,12.5
2021/11/24,11.4
2021/11/25,12.3
2021/11/26,12.0
2021/11/27,9.6
2021/11/28,8.9
2021/11/29,8.1
2021/11/30,11.0
2021/12/1,15.5
2021/12/2,10.1
2021/12/3,9.7
2021/12/4,9.9
2021/12/5,8.6
2021/12/6,8.9
2021/12/7,11.8
2021/12/8,9.5
2021/12/9,10.2
2021/12/10,8.6
2021/12/11,9.4
2021/12/12,11.3
2021/12/13,9.7
2021/12/14,5.1
2021/12/15,7.6
2021/12/16,9.5
2021/12/17,8.7
2021/12/18,4.5
2021/12/19,4.3
2021/12/20,6.4
2021/12/21,8.2
2021/12/22,8.8
2021/12/23,8.3
2021/12/24,8.0
2021/12/25,8.3
2021/12/26,3.5
2021/12/27,2.7
2021/12/28,3.8
2021/12/29,4.2
2021/12/30,6.5
2021/12/31,3.2
2022/1/1,3.4
2022/1/2,3.5
2022/1/3,5.5
2022/1/4,5.2
2022/1/5,4.1
2022/1/6,0.7
2022/1/7,2.6
2022/1/8,4.5
2022/1/9,6.3
2022/1/10,7.7
2022/1/11,5.7
2022/1/12,5.0
2022/1/13,5.7
2022/1/14,4.4
2022/1/15,5.5
2022/1/16,5.4
2022/1/17,6.0
2022/1/18,4.4
2022/1/19,3.7
2022/1/20,3.4
2022/1/21,3.0
2022/1/22,4.5
2022/1/23,5.1
2022/1/24,6.4
2022/1/25,5.2
2022/1/26,5.5
2022/1/27,6.8
2022/1/28,6.6
2022/1/29,5.9
2022/1/30,5.2
2022/1/31,4.9
2022/2/1,5.6
2022/2/2,5.5
2022/2/3,5.8
2022/2/4,4.9
2022/2/5,3.5
2022/2/6,2.3
2022/2/7,4.5
2022/2/8,5.3
2022/2/9,6.2
2022/2/10,2.3
2022/2/11,4.1
2022/2/12,4.7
2022/2/13,3.1
2022/2/14,3.9
2022/2/15,5.5
2022/2/16,6.0
2022/2/17,4.6
2022/2/18,5.7
2022/2/19,5.0
2022/2/20,5.9
2022/2/21,4.1
2022/2/22,4.4
2022/2/23,4.4
2022/2/24,4.8
2022/2/25,6.5
2022/2/26,8.6
2022/2/27,9.5
2022/2/28,9.8
2022/3/1,11.0
2022/3/2,11.2
2022/3/3,9.5
2022/3/4,8.1
2022/3/5,11.2
2022/3/6,8.1
2022/3/7,8.3
2022/3/8,6.3
2022/3/9,7.9
2022/3/10,9.0
2022/3/11,12.0
2022/3/12,14.6
2022/3/13,14.7
2022/3/14,16.4
2022/3/15,12.7
2022/3/16,14.1
2022/3/17,14.1
2022/3/18,5.2
2022/3/19,10.1
2022/3/20,9.9
2022/3/21,9.6
2022/3/22,3.7
2022/3/23,5.2
2022/3/24,8.2
2022/3/25,12.2
2022/3/26,16.1
2022/3/27,16.2
2022/3/28,13.5
2022/3/29,10.2
2022/3/30,14.5
2022/3/31,15.1
